area_name,auto_theft_coordinated_traced,auto_theft_recovered,auto_theft_stolen,calendar_year,cases_property_recovered,cases_property_stolen,cpa_cases_registered,cpa_cases_reported_for_dept._action,cpa_cases_sent_for_trials_chargesheeted,cpa_complaints_cases_declared_false_unsubstantiated,cpa_complaints_received_alleged,cpa_no_of_departmental_enquiries,cpa_no_of_judicial_enquiries,cpa_no_of_magisterial_enquiries,cpb_police_personnel_acquitted,cpb_police_personnel_cases_withdrawn_or_otherwise_disposed_of,cpb_police_personnel_convicted,cpb_police_personnel_sent_up_for_trial,cpb_police_personnel_trial_completed,cpc_police_personnel_cases_trial_completed,cpc_police_personnel_cases_withdrawn_or_otherwise_disposed_of,cpc_police_personnel_disciplinary_action_initiated,cpc_police_personnel_dismissal_removal_from_service,cpc_police_personnel_major_punishment_awarded,cpc_police_personnel_minor_punishment_awarded,df_auto_theft,df_complaints_against_police,df_property_stolen_and_recovered,df_serious_fraud,df_victims_of_rape,group_name,loss_of_property_10_25_crores,loss_of_property_1_10_crores,loss_of_property_25_50_crores,loss_of_property_50_100_crores,loss_of_property_above_100_crores,sub_group_name,value_of_property_recovered,value_of_property_stolen,victims_above_50_yrs,victims_between_1014_yrs,victims_between_1418_yrs,victims_between_1830_yrs,victims_between_3050_yrs,victims_of_rape_total,victims_upto_10_yrs
Lakshadweep,0,0,0,2010,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,9000,18000,0,0,0,0,0,0,0
Madhya Pradesh,0,0,0,2010,6682,21523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,271839332,659776896,0,0,0,0,0,0,0
Maharashtra,0,0,0,2010,16765,52363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,958264429,-2147483648,0,0,0,0,0,0,0
Manipur,0,0,0,2010,30,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,1183700,30208364,0,0,0,0,0,0,0
Meghalaya,0,0,0,2010,169,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,7235650,37310792,0,0,0,0,0,0,0
Mizoram,0,0,0,2010,701,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,16293877,34672287,0,0,0,0,0,0,0
Nagaland,0,0,0,2010,73,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,31153660,223472115,0,0,0,0,0,0,0
Odisha,0,0,0,2010,3454,7572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,220635148,663821864,0,0,0,0,0,0,0
Puducherry,0,0,0,2010,266,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,11800800,18821640,0,0,0,0,0,0,0
Punjab,0,0,0,2010,2801,5407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,231391885,497975470,0,0,0,0,0,0,0
Rajasthan,0,0,0,2010,4798,20981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,588095593,988468024,0,0,0,0,0,0,0
Sikkim,0,0,0,2010,22,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,1187000,2835372,0,0,0,0,0,0,0
Tamil Nadu,0,0,0,2010,11584,14583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,364514832,464409840,0,0,0,0,0,0,0
Tripura,0,0,0,2010,86,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,2955025,11716542,0,0,0,0,0,0,0
Uttar Pradesh,0,0,0,2010,5844,27487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,258433654,768097095,0,0,0,0,0,0,0
Uttarakhand,0,0,0,2010,721,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,32129306,80909756,0,0,0,0,0,0,0
West Bengal,0,0,0,2010,3515,19388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Theft - Property,0,0,0,0,0,4. Theft,509046211,-2147483648,0,0,0,0,0,0,0
Andaman & Nicobar Islands,0,0,0,2001,54,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,1192179,3184477,0,0,0,0,0,0,0
Andhra Pradesh,0,0,0,2001,13418,25070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,186103403,476038316,0,0,0,0,0,0,0
Arunachal Pradesh,0,0,0,2001,300,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,9652850,58483056,0,0,0,0,0,0,0
Assam,0,0,0,2001,2149,9778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,24989343,121602215,0,0,0,0,0,0,0
Bihar,0,0,0,2001,3357,18503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,47713186,422706220,0,0,0,0,0,0,0
Chandigarh,0,0,0,2001,714,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,21114612,49527109,0,0,0,0,0,0,0
Chhattisgarh,0,0,0,2001,3298,9894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,37331973,112242456,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,0,0,2001,43,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,5314436,11604547,0,0,0,0,0,0,0
Daman & Diu,0,0,0,2001,21,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,2323494,14151158,0,0,0,0,0,0,0
Delhi,0,0,0,2001,5893,25170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,218254594,2127553393,0,0,0,0,0,0,0
Goa,0,0,0,2001,289,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,9521526,239891783,0,0,0,0,0,0,0
Gujarat,0,0,0,2001,7385,24410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,227693256,1149816876,0,0,0,0,0,0,0
Haryana,0,0,0,2001,5103,10536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,257829983,404891438,0,0,0,0,0,0,0
Himachal Pradesh,0,0,0,2001,367,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,24625652,59011695,0,0,0,0,0,0,0
Jammu & Kashmir,0,0,0,2001,833,3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,33575768,100502822,0,0,0,0,0,0,0
Jharkhand,0,0,0,2001,1411,5764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,14052425,126668437,0,0,0,0,0,0,0
Karnataka,0,0,0,2001,6652,21039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,218531303,583882867,0,0,0,0,0,0,0
Kerala,0,0,0,2001,3320,10442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,99493533,433136856,0,0,0,0,0,0,0
Lakshadweep,0,0,0,2001,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,35400,109290,0,0,0,0,0,0,0
Madhya Pradesh,0,0,0,2001,11779,37554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,203882247,501301044,0,0,0,0,0,0,0
Maharashtra,0,0,0,2001,20787,60173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,856697065,-2147483648,0,0,0,0,0,0,0
Manipur,0,0,0,2001,47,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,3658556,31017310,0,0,0,0,0,0,0
Meghalaya,0,0,0,2001,191,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,3662712,13868800,0,0,0,0,0,0,0
Mizoram,0,0,0,2001,866,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,10038622,18857452,0,0,0,0,0,0,0
Nagaland,0,0,0,2001,120,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,6805838,81016077,0,0,0,0,0,0,0
Odisha,0,0,0,2001,5068,10167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,52527851,220741872,0,0,0,0,0,0,0
Puducherry,0,0,0,2001,303,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,4421759,10439367,0,0,0,0,0,0,0
Punjab,0,0,0,2001,3045,5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,225006524,465830826,0,0,0,0,0,0,0
Rajasthan,0,0,0,2001,7854,25326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,358218186,582726219,0,0,0,0,0,0,0
Sikkim,0,0,0,2001,40,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,1158845,3351263,0,0,0,0,0,0,0
Tamil Nadu,0,0,0,2001,17295,24606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,333439558,735013778,0,0,0,0,0,0,0
Tripura,0,0,0,2001,130,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,724170,13759600,0,0,0,0,0,0,0
Uttar Pradesh,0,0,0,2001,9376,36711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,846220887,1485857593,0,0,0,0,0,0,0
Uttarakhand,0,0,0,2001,549,2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,15855404,84480844,0,0,0,0,0,0,0
West Bengal,0,0,0,2001,4359,18204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,111594745,427887883,0,0,0,0,0,0,0
Andaman & Nicobar Islands,0,0,0,2002,37,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,666759,1842721,0,0,0,0,0,0,0
Andhra Pradesh,0,0,0,2002,14067,28340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,216606581,550010981,0,0,0,0,0,0,0
Arunachal Pradesh,0,0,0,2002,295,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,14786088,39483510,0,0,0,0,0,0,0
Assam,0,0,0,2002,2258,10269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,29712976,139977748,0,0,0,0,0,0,0
Bihar,0,0,0,2002,3217,19333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,47271522,254239400,0,0,0,0,0,0,0
Chandigarh,0,0,0,2002,604,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,23029062,71383551,0,0,0,0,0,0,0
Chhattisgarh,0,0,0,2002,3068,8687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,40621866,173008693,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,0,0,2002,69,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,6083651,14931390,0,0,0,0,0,0,0
Daman & Diu,0,0,0,2002,44,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,5347636,16411977,0,0,0,0,0,0,0
Delhi,0,0,0,2002,8250,22681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,100376887,1968908241,0,0,0,0,0,0,0
Goa,0,0,0,2002,220,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,9847158,70067569,0,0,0,0,0,0,0
Gujarat,0,0,0,2002,7433,24958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,199710393,-2147483648,0,0,0,0,0,0,0
Haryana,0,0,0,2002,5230,10266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,277900567,426332721,0,0,0,0,0,0,0
Himachal Pradesh,0,0,0,2002,372,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,22929845,130545075,0,0,0,0,0,0,0
Jammu & Kashmir,0,0,0,2002,1059,3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,35295212,102159196,0,0,0,0,0,0,0
Jharkhand,0,0,0,2002,1743,7668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,25211240,155701111,0,0,0,0,0,0,0
Karnataka,0,0,0,2002,7397,22219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,264284974,638855643,0,0,0,0,0,0,0
Kerala,0,0,0,2002,3386,11246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,117814390,631615977,0,0,0,0,0,0,0
Lakshadweep,0,0,0,2002,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,85295,209735,0,0,0,0,0,0,0
Madhya Pradesh,0,0,0,2002,13122,37451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,226088417,576014559,0,0,0,0,0,0,0
Maharashtra,0,0,0,2002,19944,57544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,1300723470,-2147483648,0,0,0,0,0,0,0
Manipur,0,0,0,2002,28,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,1814255,23206932,0,0,0,0,0,0,0
Meghalaya,0,0,0,2002,158,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,5095486,17988692,0,0,0,0,0,0,0
Mizoram,0,0,0,2002,961,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,9221035,32811874,0,0,0,0,0,0,0
Nagaland,0,0,0,2002,216,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,5752775,27644441,0,0,0,0,0,0,0
Odisha,0,0,0,2002,4014,9287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,76089944,212601484,0,0,0,0,0,0,0
Puducherry,0,0,0,2002,255,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,4897427,13995944,0,0,0,0,0,0,0
Punjab,0,0,0,2002,3498,6038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,330784701,563501865,0,0,0,0,0,0,0
Rajasthan,0,0,0,2002,6745,22730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,338610258,570166500,0,0,0,0,0,0,0
Sikkim,0,0,0,2002,29,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,398485,836030,0,0,0,0,0,0,0
Tamil Nadu,0,0,0,2002,19263,25825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,391752230,695528915,0,0,0,0,0,0,0
Tripura,0,0,0,2002,123,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,1443478,30801738,0,0,0,0,0,0,0
Uttar Pradesh,0,0,0,2002,8642,27826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,486575305,782197250,0,0,0,0,0,0,0
Uttarakhand,0,0,0,2002,623,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,16294408,51953575,0,0,0,0,0,0,0
West Bengal,0,0,0,2002,4274,19012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,141080560,455513698,0,0,0,0,0,0,0
Andaman & Nicobar Islands,0,0,0,2003,40,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,1001787,3183650,0,0,0,0,0,0,0
Andhra Pradesh,0,0,0,2003,14975,33315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,268491192,660684437,0,0,0,0,0,0,0
Arunachal Pradesh,0,0,0,2003,265,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,17151100,44089224,0,0,0,0,0,0,0
Assam,0,0,0,2003,2272,10298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,51941294,182583864,0,0,0,0,0,0,0
Bihar,0,0,0,2003,2976,19211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,41222925,275325321,0,0,0,0,0,0,0
Chandigarh,0,0,0,2003,775,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,27951461,63722359,0,0,0,0,0,0,0
Chhattisgarh,0,0,0,2003,2757,8592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,42417804,146930510,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,0,0,2003,58,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,6909142,74116906,0,0,0,0,0,0,0
Daman & Diu,0,0,0,2003,32,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,7758679,18174225,0,0,0,0,0,0,0
Delhi,0,0,0,2003,7847,20953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,76625398,1938163132,0,0,0,0,0,0,0
Goa,0,0,0,2003,325,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,8566930,275404206,0,0,0,0,0,0,0
Gujarat,0,0,0,2003,8716,29407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,308623233,-2147483648,0,0,0,0,0,0,0
Haryana,0,0,0,2003,5541,10024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,335546082,491144301,0,0,0,0,0,0,0
Himachal Pradesh,0,0,0,2003,406,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,26443221,71797484,0,0,0,0,0,0,0
Jammu & Kashmir,0,0,0,2003,1143,3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,57110184,130153108,0,0,0,0,0,0,0
Jharkhand,0,0,0,2003,1827,7211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,29646414,144100978,0,0,0,0,0,0,0
Karnataka,0,0,0,2003,6708,22463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,218541891,700067515,0,0,0,0,0,0,0
Kerala,0,0,0,2003,3349,9843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,125595872,570632818,0,0,0,0,0,0,0
Lakshadweep,0,0,0,2003,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,96650,178650,0,0,0,0,0,0,0
Madhya Pradesh,0,0,0,2003,12178,35947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,235335412,600151731,0,0,0,0,0,0,0
Maharashtra,0,0,0,2003,20159,57118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,749453074,-2147483648,0,0,0,0,0,0,0
Manipur,0,0,0,2003,29,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,2323464,17190467,0,0,0,0,0,0,0
Meghalaya,0,0,0,2003,103,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,2537849,268521456,0,0,0,0,0,0,0
Mizoram,0,0,0,2003,1348,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Total Property,0,0,0,0,0,7. Total Property Stolen & Recovered,11824395,18953062,0,0,0,0,0,0,0
